"Is Laundering" "From Account" "To Account" "Payment Type" "Amount Paid" "Type Account From" "Type Account To" "Avg Stock Account From" "Avg Stock Account To"
0 "U11027" "U12364" "Cheque" 20039.32 "A" "B" 70831.552 29099.138
0 "U00765" "U02830" "Cheque" 3964.815 "A" "B" 1069608.077 574121740.725
0 "U01098" "U12416" "Cheque" 3238 "A" "E" 414589405.458 2325650.031
0 "U04970" "U06283" "Cheque" 37659.05 "B" "B" 148228110.564 23867.137
0 "U04972" "U04741" "Credit Card" 1402.046 "B" "B" 29836.84 632720.365
0 "U12303" "U03777" "Cheque" 4475.71 "A" "B" 33329.226 17602716.267
0 "U16829" "U06900" "Cheque" 735.542 "E" "F" 5784.995 61388.478
0 "U17578" "U10025" "ACH" 4502.67 "C" "A" 32651.135 16503.676
0 "U00560" "U00577" "Cheque" 152.75 "C" "E" 3913711.56 4610114.331
0 "U02780" "U07332" "Cheque" 211.883 "C" "C" 458474.183 4731589.454
0 "U03935" "U12230" "Cheque" 112.87 "C" "B" 7496.091 7554541.726
0 "U04108" "U02782" "Cheque" 1155.59 "C" "E" 4296019.327 121817854.338
0 "U05872" "U00585" "Credit Card" 2784.308 "C" "E" 1068526.928 3617506.667
0 "U06722" "U12364" "ACH" 2665.137 "A" "B" 18285.179 28420.515
0 "U07651" "U11331" "Cheque" 16469.147 "B" "D" 666333.798 3219472.11
0 "U00988" "U00535" "Cash" 4712.645 "A" "A" 121388.254 1714969.13
0 "U01450" "U08406" "Cheque" 2092.432 "A" "B" 341625.615 992065.478
0 "U01801" "U00535" "ACH" 4175.548 "B" "A" 10345885.503 1713580.43
0 "U05088" "U04658" "Credit Card" 2463.871 "A" "C" 93176.606 802321.473
0 "U06256" "U04072" "Cheque" 8374.72 "A" "E" 122380.031 531424.483
0 "U09962" "U12689" "Cheque" 1888.893 "A" "B" 67729.272 5493.013
0 "U00009" "U03182" "Cheque" 730.18 "E" "D" 319767.304 17104.385
0 "U01140" "U01753" "Credit Card" 1908.201 "E" "A" 1816016.659 35770134.132
0 "U01670" "U07018" "Cheque" 25531.1 "E" "E" 6262705.045 1074270.078
0 "U03200" "U06707" "Cheque" 29.13 "E" "A" 1909331.502 773091.365
0 "U04979" "U00569" "Cheque" 129.5 "A" "A" 152606.226 1664392.157
0 "U00560" "U11086" "ACH" 45312.529 "A" "B" 3913677.649 4453895.291
0 "U00560" "U11824" "Credit Card" 1765.433 "A" "A" 3913549.43 507228.62
0 "U03375" "U08775" "Cheque" 2033.23 "A" "A" 41851.617 4521.744
0 "U04942" "U05908" "Cheque" 1452.23 "A" "C" 184437.153 1149846.014
0 "U04978" "U04161" "Credit Card" 45733.169 "A" "E" 78939.034 674644727.487
0 "U10745" "U12460" "Cheque" 28983.656 "B" "B" 203288.311 16176992.601
0 "U11964" "U06813" "Cheque" 3211.099 "B" "E" 77750.92 26603.035
0 "U01642" "U00592" "Cheque" 12877.25 "A" "F" 4752748.295 418993.774
0 "U02345" "U05528" "Cash" 1834.792 "F" "C" 29174.032 1752593.847
0 "U07020" "U10417" "Cheque" 605.83 "F" "B" 9357598470.262 2645274.858
0 "U08168" "U11643" "Cheque" 612.54 "F" "A" 112256.714 62229.247
0 "U09843" "U12295" "Credit Card" 104141.643 "F" "B" 729748.319 57190.67
0 "U11095" "U08145" "ACH" 2782.16 "F" "E" 816483.243 1028028.305
0 "U17613" "U11279" "ACH" 4572.26 "E" "A" 32470.933 83414.303
0 "U00632" "U01218" "Cheque" 4526.969 "E" "E" 27412495.83 1129921.283
0 "U01361" "U07402" "Cheque" 834.63 "B" "E" 2271014.995 69368.31
0 "U04033" "U08990" "Credit Card" 3258.929 "A" "F" 490254.725 523421.595
0 "U08317" "U11265" "Cheque" 68.29 "B" "B" 17954.174 7635867.174
0 "U03089" "U13247" "Cheque" 131957.159 "B" "C" 2029876.839 2447202.334
0 "U04401" "U06207" "ACH" 21566.717 "B" "D" 1394585.313 189156.514
0 "U04480" "U05818" "Cheque" 3231.28 "B" "B" 25357.387 13992.66
0 "U05269" "U02980" "Credit Card" 1373.691 "B" "F" 24596266.226 3453372467.986
0 "U07379" "U05964" "Cheque" 1323.155 "E" "C" 32248.09 9204.827
0 "U00560" "U07597" "Cheque" 9676.82 "E" "A" 3913214.626 20922.786
0 "U05431" "U11432" "Cheque" 142.01 "E" "E" 220997223.607 15073.756
0 "U07451" "U06296" "Cheque" 8435.95 "E" "D" 23905.455 1078191.233
0 "U00560" "U03936" "Cheque" 2956.506 "E" "C" 3913752.839 1548234.131
0 "U00028" "U12482" "Credit Card" 567.966 "E" "B" 222206805.317 3753591.341
0 "U00755" "U07643" "ACH" 117695.103 "A" "E" 215984.72 720081.942
0 "U02242" "U03863" "Credit Card" 15350.22 "A" "B" 63953.939 7859.075
0 "U02279" "U06143" "Cheque" 775213.04 "A" "E" 5264727.073 10472543.588
0 "U04281" "U04340" "Cheque" 27083.435 "A" "C" 319722.412 2254347.778
0 "U06336" "U04161" "Credit Card" 1837.577 "C" "E" 790426130.024 674643047.433
0 "U08315" "U10623" "Cheque" 5685.614 "C" "A" 101445.684 4071541.241
0 "U00560" "U08890" "Cheque" 2881310.12 "C" "E" 3914704.448 141811.495
0 "U01093" "U03219" "Cheque" 13701.759 "C" "F" 942192.661 72201.128
0 "U01181" "U06539" "Cheque" 1482.583 "C" "B" 74818.601 1746163.674
0 "U01219" "U02230" "Cheque" 2321.168 "C" "C" 291069.059 46383.568
0 "U11426" "U10623" "ACH" 368.44 "A" "A" 5817.861 4071926.315
0 "U00220" "U00921" "Cheque" 5795.5 "B" "A" 24884.142 2266232.101
0 "U00560" "U03494" "Cheque" 877.096 "B" "A" 3914597.419 164447.771
0 "U05062" "U02409" "ACH" 3452.86 "C" "A" 135033.48 1624036.386
0 "U00560" "U08891" "Cheque" 962.26 "C" "E" 3914848.52 1403269.35
0 "U00642" "U07622" "Cheque" 1877.97 "C" "E" 461822.773 11004576.351
0 "U02986" "U09063" "ACH" 2094.96 "C" "B" 2539452.361 2413506.856
0 "U06775" "U10659" "Cheque" 80.33 "B" "B" 77181.126 726325.627
0 "U14220" "U04697" "Cheque" 481.069 "A" "A" 605385.363 1701542.464
0 "U15815" "U06443" "Cheque" 0.57 "B" "B" 76156.671 149099.774
0 "U01093" "U00220" "Cheque" 2205.695 "B" "B" 942142.427 24965.861
0 "U03168" "U02515" "Cheque" 32.41 "E" "E" 711357.562 2888451.575
0 "U05629" "U10113" "Cheque" 13506.86 "E" "E" 52203.87 248585.658
0 "U07013" "U05903" "ACH" 458509.701 "E" "B" 2083237252.706 375993.067
0 "U00231" "U12465" "Cheque" 1071.947 "D" "E" 2661155.242 50397677.241
0 "U00560" "U08892" "Cheque" 203417.025 "D" "D" 3915202.178 120308346.395
0 "U00560" "U10629" "ACH" 509.67 "D" "C" 3913984.91 23211.169
0 "U00610" "U01149" "Cheque" 7569.65 "D" "B" 16246017.794 172628.704
0 "U04518" "U05389" "Cash" 1227.413 "D" "E" 41813565.803 35606.876
0 "U05380" "U08688" "Cheque" 158039.83 "D" "D" 238062.737 1639183.451
0 "U02110" "U00256" "Cheque" 2507.328 "F" "E" 325030.31 3744894.903
0 "U03185" "U09904" "Cheque" 51646.957 "B" "A" 260495.255 4029037.583
0 "U04619" "U00227" "Cheque" 1755.516 "B" "B" 16561511.005 1566452.819
0 "U09051" "U11743" "Cheque" 2679.9 "B" "A" 10182718.905 1322314.953
0 "U10390" "U09183" "Cheque" 23981.78 "B" "E" 184164.647 5218283.368
0 "U00069" "U06153" "Credit Card" 150208.31 "B" "C" 181300.04 6673432.831
0 "U00576" "U05457" "Cheque" 34.79 "B" "F" 3719.283 4623.181
0 "U02408" "U07064" "Cheque" 3877.669 "C" "F" 35261.393 207738.876
0 "U05169" "U04041" "Cheque" 7463.37 "C" "B" 129057.24 601101.049
0 "U00093" "U06526" "Cheque" 33.77 "C" "F" 1124289.466 2689798.154
0 "U00560" "U04949" "Cheque" 26049.95 "C" "E" 3914070.929 64127.174
0 "U04794" "U06148" "Cheque" 5835.544 "C" "A" 601110.538 304908.123
0 "U05548" "U11121" "ACH" 431095.16 "C" "B" 1157762.838 4121387.452
0 "U00593" "U05162" "Cheque" 3995.35 "C" "D" 2778416.223 34959172.33
0 "U01621" "U05361" "Cheque" 1077.91 "C" "A" 7214.382 160952.052
0 "U01739" "U02409" "ACH" 580.09 "B" "A" 732180.784 1624511.831
0 "U03371" "U08175" "Cheque" 70.88 "E" "B" 4758.699 18630.924
0 "U04813" "U07980" "Cheque" 24417.682 "B" "C" 171465.443 16031.737
0 "U15010" "U12183" "Cheque" 3468.137 "B" "A" 1542467.777 1227490.197
0 "U17405" "U07980" "Cheque" 2308.85 "E" "C" 6072138.338 14674.199
0 "U00174" "U07636" "Cheque" 44263.739 "E" "B" 212192.307 1660.384
0 "U00779" "U11868" "Cheque" 39826.987 "A" "C" 98013356.002 27070.326
0 "U05350" "U01944" "Cheque" 189477.286 "A" "E" 496545.622 1148476.131
0 "U06205" "U03643" "Cheque" 4678.409 "A" "A" 161393.364 756474.334
0 "U00578" "U01736" "Cheque" 55029.165 "A" "B" 1229357.596 1527575.191
0 "U01199" "U03309" "Cheque" 1447.588 "A" "E" 717263.2 45524.619
0 "U02116" "U07372" "Cheque" 7017.97 "A" "B" 49393.026 1833652.026
0 "U03618" "U01852" "Cheque" 220.66 "A" "A" 10243106.584 114060152.207
0 "U07034" "U11606" "Cheque" 194.96 "A" "E" 8510665.761 145320.789
0 "U08310" "U07396" "Cheque" 10757.98 "A" "F" 422983.409 21565661.669
0 "U08232" "U08145" "Cheque" 6484.534 "D" "E" 671287.679 1027809.101
0 "U14424" "U04713" "Cheque" 6169.125 "A" "A" 45016.702 373586.245
0 "U00560" "U03935" "Wire" 110085.873 "A" "E" 3914792.454 5432.083
0 "U02085" "U09719" "Cheque" 370784.65 "B" "B" 528746.366 93732.482
0 "U03585" "U00829" "Cheque" 188.41 "E" "D" 6601275.018 7938573.105
0 "U06882" "U09655" "Cheque" 5997.61 "E" "A" 42451.888 1204586.218
0 "U08691" "U11873" "Cheque" 1028.965 "E" "F" 984208.949 2162.042
0 "U00560" "U05768" "Cheque" 1791.404 "E" "B" 3913818.885 31545.627
0 "U02379" "U04803" "Cheque" 129850.669 "D" "D" 15019621.994 134185.283
0 "U02794" "U06875" "Cheque" 8452.6 "D" "B" 39024.331 4920630.582
0 "U07022" "U06632" "ACH" 218877.039 "D" "F" 1122459.14 95491.609
0 "U08324" "U08178" "Cheque" 879.53 "D" "B" 14008.485 901124.804
0 "U17947" "U08534" "Cheque" 3709.874 "B" "A" 63859.574 33730194.013
0 "U03227" "U12328" "Cheque" 1246.268 "B" "E" 107590862.491 4102486.456
0 "U05409" "U02409" "Cheque" 6798.08 "B" "A" 36663.902 1623729.098
0 "U07002" "U07740" "Cheque" 1742.926 "A" "E" 58867.063 575423.361
0 "U00626" "U01678" "Cheque" 10510.66 "F" "B" 32954.162 16136.483
0 "U08834" "U06811" "ACH" 5655.375 "F" "B" 50487.476 486396.542
0 "U11582" "U07920" "Credit Card" 3597.608 "F" "D" 2934919.072 108267.946
0 "U14015" "U07745" "ACH" 25194.003 "A" "C" 176634.399 273935.587
0 "U00248" "U02795" "Cheque" 3163.197 "A" "B" 821144.56 498657.555
0 "U04363" "U00535" "ACH" 1668.292 "B" "A" 11762.138 1714285.856
0 "U07626" "U08438" "Cheque" 1952.454 "B" "B" 1021255.415 8029.458
0 "U07632" "U12499" "ACH" 5148.201 "B" "C" 21759.197 8740421.48
0 "U13930" "U02360" "ACH" 9524.7 "B" "B" 68293.727 511378.572
0 "U00560" "U00578" "Cheque" 4974.106 "B" "E" 3913975.235 1229655.694
0 "U02060" "U11751" "ACH" 1616.719 "A" "B" 20625.382 2065336.095
0 "U05897" "U11328" "Cheque" 1398.818 "A" "B" 14250281.546 29560749.148
0 "U09576" "U10993" "Cheque" 7204.19 "B" "E" 116675.883 27534.554
0 "U00581" "U07925" "Credit Card" 243.56 "C" "E" 2369404.929 51671.583
0 "U04985" "U07378" "Cheque" 1341.58 "C" "D" 152796.874 1354364.122
0 "U00109" "U00171" "Cheque" 55803.41 "C" "A" 25215506.593 314488.2
0 "U00267" "U02267" "Cheque" 2496965.401 "C" "E" 1961181.611 2333341.069
0 "U00560" "U11825" "Cheque" 8086.38 "C" "F" 3913871.343 734370.979
0 "U00822" "U12316" "Cheque" 1645.53 "B" "B" 1588995.161 1405667.144
0 "U00612" "U01698" "Cheque" 7745.36 "B" "B" 3188730.616 41665.75
0 "U03931" "U07118" "Cheque" 138974.721 "A" "E" 974943.865 5868758.546
0 "U04014" "U12673" "Cheque" 2647.805 "D" "C" 3232633.639 2805279.424
0 "U09406" "U03831" "Cash" 10996.378 "D" "E" 343424.352 3160537.662
0 "U04023" "U05417" "ACH" 281804.683 "D" "A" 267534.237 495316.907
0 "U05899" "U08019" "Cheque" 406.67 "D" "E" 54492855.061 751820.502
0 "U06248" "U05006" "Cheque" 89699.76 "D" "A" 789431.442 52040.732
0 "U11696" "U08774" "Cheque" 3327.21 "D" "E" 48942.852 289.229
0 "U00560" "U03495" "Cheque" 440.84 "D" "A" 3915747.851 123958.428
0 "U09466" "U11158" "Cheque" 16456415.18 "B" "B" 57600783.542 721454560.303
0 "U08891" "U10663" "Cheque" 108006.55 "B" "A" 1402689.215 786099.085
0 "U00571" "U05892" "Credit Card" 6350.388 "B" "C" 893385.263 29722.968
0 "U02246" "U11569" "Cheque" 9468.551 "B" "F" 67767.317 16594.363
0 "U02681" "U09331" "Cheque" 153.067 "B" "B" 119059.519 24891.566
0 "U03953" "U05563" "Cheque" 187334.845 "B" "F" 16866030.906 4906970.685
0 "U04439" "U03769" "Cheque" 154.24 "B" "A" 49502.074 1357312.578
0 "U05108" "U09457" "Cheque" 614.54 "F" "E" 4924.327 181486.447
0 "U14446" "U03550" "Cheque" 963.708 "E" "B" 6281549.651 14921671.377
0 "U00560" "U00015" "Credit Card" 2480.71 "E" "E" 3916415.243 2956685.918
0 "U07649" "U04971" "Cheque" 5647.614 "E" "E" 13767.816 1310692.016
0 "U10289" "U06046" "Cheque" 350.89 "D" "C" 2839.418 3228834.089
0 "U00560" "U04409" "Cheque" 7309.65 "D" "E" 3913893.013 10832.311
0 "U00560" "U10042" "Cheque" 488.417 "D" "B" 3914972.79 533659.119
0 "U00560" "U11535" "ACH" 3974.201 "D" "F" 3914928.056 13383.67
0 "U01305" "U11726" "Cheque" 3711.72 "E" "B" 16653050.715 4302859.017
0 "U04317" "U09125" "Cheque" 3536.115 "E" "E" 59612.13 3326050.365
0 "U05509" "U00329" "Cheque" 1618.66 "E" "B" 205647.427 4578248.588
0 "U09486" "U00057" "Cheque" 1471.697 "E" "B" 7240.794 81514.211
0 "U02755" "U12306" "Cheque" 1053.359 "E" "C" 210580.857 4060251.41
0 "U04475" "U00667" "Cheque" 2702.68 "E" "C" 2343078.789 600788.249
0 "U00560" "U12078" "ACH" 1422.659 "E" "E" 3914990.479 1952123.185
0 "U01473" "U05020" "Cheque" 329.81 "E" "A" 891492542.098 2308465.033
0 "U11202" "U12033" "ACH" 1727.809 "E" "B" 4714.512 3113.942
0 "U00560" "U03497" "Cheque" 13027.7 "E" "B" 3914024.287 11417.286
0 "U00617" "U00142" "Cheque" 1279.02 "E" "B" 14276.934 2215926.655
0 "U15733" "U04823" "Credit Card" 1403.363 "F" "A" 33341.169 263708.202
0 "U00176" "U07530" "Cheque" 2345.584 "F" "E" 65103.922 964036.993
0 "U00560" "U03937" "Cheque" 1177151.58 "F" "D" 3913254.378 158480.909
0 "U04576" "U00181" "Cheque" 15.19 "F" "C" 448634.113 541135482.534
0 "U04647" "U00601" "Cheque" 1074.35 "F" "A" 32469128.852 430984.608
0 "U16748" "U00130" "Cheque" 2192.13 "B" "B" 16446.402 1370336.587
0 "U02111" "U02889" "Cheque" 6110.91 "B" "C" 1589402.776 15121.653
0 "U03542" "U06833" "Credit Card" 1806.432 "B" "B" 2162608.593 12420.3
0 "U18170" "U01403" "Cheque" 2905.571 "A" "E" 22418.868 14681.51
0 "U01178" "U01177" "Cheque" 1974.206 "A" "D" 372174.269 19521.585
0 "U03522" "U08485" "Cheque" 4527.83 "B" "A" 70700.81 9835.076
0 "U06118" "U09231" "Cheque" 575.16 "B" "B" 51398.329 2518560.983
0 "U06233" "U01201" "Cheque" 10466.9 "B" "C" 157844.132 19287734.142
0 "U07515" "U06952" "ACH" 2741.025 "A" "E" 87113.8 302171.868
0 "U09478" "U07969" "Cheque" 2492.3 "B" "B" 13756.159 897179.91
0 "U00074" "U08143" "Cheque" 1608.93 "B" "B" 1196027.296 5511541.493
0 "U01149" "U02308" "ACH" 1330.227 "B" "A" 171694.333 99740.394
0 "U02211" "U07311" "Cheque" 420.49 "B" "F" 3117021.416 75666.227
0 "U04859" "U04285" "Cheque" 167.24 "B" "A" 30307.807 1054462.911
0 "U05827" "U02701" "Credit Card" 2414.273 "B" "C" 121716.474 87192142.252
0 "U06276" "U08953" "Cheque" 326.38 "A" "B" 278125.728 8254741.634
0 "U06603" "U10880" "Cheque" 1590.87 "A" "F" 1883323.061 1942294.303
0 "U08367" "U05548" "Cheque" 419.48 "E" "A" 5162.728 1157825.271
0 "U08920" "U01452" "Cheque" 4436.4 "E" "A" 168589.971 51016.04
0 "U17187" "U11676" "Cheque" 7150.752 "A" "A" 119220.868 2970639.147
0 "U00560" "U03938" "Cheque" 1567.41 "A" "B" 3916294.18 12144.114
0 "U02331" "U07423" "ACH" 5105.72 "A" "C" 4574590.055 3709820.716
0 "U05011" "U09507" "Cheque" 3799.065 "A" "D" 34208.424 76908.008
0 "U06498" "U02288" "Cheque" 159.67 "A" "B" 439264.416 8834757.259
0 "U12212" "U02566" "Cheque" 3804.657 "D" "E" 28480.379 23599.545
0 "U00174" "U02717" "Cheque" 143384.66 "D" "B" 212093.235 815330.671
0 "U00560" "U03496" "ACH" 1675.253 "D" "A" 3914271.837 459908.725
0 "U04102" "U03642" "Cheque" 37134.31 "D" "E" 13553069.221 44576.561
0 "U08126" "U11328" "Cheque" 964.535 "E" "B" 7265.947 29559372.039
0 "U10108" "U03610" "Cheque" 3478.63 "E" "D" 401054.405 3756130.219
0 "U12144" "U12785" "Cheque" 160.99 "E" "F" 337612.482 237468.337
0 "U12474" "U07201" "Cheque" 1095.809 "E" "E" 8756.563 3293573.416
0 "U17929" "U11332" "Cash" 1087.821 "B" "B" 92164.1 1124.433
0 "U00669" "U01721" "ACH" 17072690.93 "B" "A" 25619085.765 288709.222
0 "U07404" "U07927" "Cheque" 3173.145 "B" "C" 5726635.631 2489140.784
0 "U08154" "U10451" "Credit Card" 1275.393 "B" "A" 75026.404 2943.96
0 "U09043" "U11872" "Cheque" 145.63 "E" "B" 1495830.665 15284.295
0 "U04048" "U10085" "Credit Card" 1272.74 "E" "B" 23922.245 5759.648
0 "U11100" "U10703" "Cheque" 3399.06 "B" "A" 1379227.459 879.954
0 "U00094" "U01289" "Cheque" 355.85 "B" "E" 3284510.077 44831.76
0 "U00560" "U10542" "Cheque" 909.578 "B" "B" 3913309.018 29620.977
0 "U01382" "U09916" "Cheque" 20353.28 "B" "B" 33898950.843 370066.612
0 "U06778" "U06537" "Cash" 4742.046 "B" "B" 105182.664 309643.43
0 "U02117" "U10762" "Cheque" 1110.407 "B" "B" 13314.808 9958877.495
0 "U03759" "U06774" "Cheque" 276.27 "B" "E" 6536.43 3087.452
0 "U06512" "U12343" "Credit Card" 138216.384 "B" "F" 10334795.487 90844987.199
0 "U00066" "U04463" "Credit Card" 6523.379 "B" "B" 6925927.778 615447.291
0 "U06179" "U00283" "ACH" 18490.378 "B" "F" 54782.621 1321752.251
0 "U00560" "U05343" "Credit Card" 1770.378 "B" "B" 3913672.842 19772.263
0 "U01289" "U08377" "Cheque" 2211.69 "B" "C" 44322.118 34777.968
0 "U04478" "U02183" "Cheque" 68.06 "B" "A" 358858.24 1021054.089
0 "U06185" "U05856" "Cheque" 5523.968 "B" "A" 2218294.702 8396.076
0 "U09081" "U03786" "Cash" 4931.513 "E" "B" 569278.247 12534.772
0 "U09853" "U09830" "Cheque" 2066.645 "E" "F" 8587545.455 537453.868
0 "U10666" "U12129" "ACH" 11744.933 "B" "D" 732457.458 22732.796
0 "U12150" "U08681" "Cheque" 999.185 "F" "B" 7316.365 494921.048
0 "U00560" "U01613" "ACH" 1113.694 "F" "B" 3913727.649 80282.888
0 "U06337" "U12664" "Cheque" 15221.19 "F" "B" 73037.834 1417817.154
0 "U00560" "U11245" "Credit Card" 7099.98 "F" "B" 3913600.178 13050.577
0 "U00560" "U11536" "Cheque" 365024.28 "F" "A" 3914390.9 8116.804
0 "U02345" "U09446" "Cheque" 11117.96 "F" "A" 30060.906 1383226.187
0 "U02462" "U05597" "Cheque" 5919.904 "C" "A" 9461597.255 52576.222
0 "U02688" "U07343" "Cheque" 332.747 "E" "E" 95224.693 2872625.752
0 "U02759" "U06215" "Cheque" 1947.796 "E" "D" 65975.294 18955978.293
0 "U07612" "U09822" "ACH" 9282.011 "E" "B" 26318.075 7471.06
0 "U09808" "U02515" "Cash" 2776.614 "E" "E" 25160.587 2891098.126
0 "U09936" "U07515" "ACH" 2153.973 "E" "A" 520267.973 88197.675
0 "U15692" "U02517" "ACH" 57200.12 "B" "D" 402736.405 3246698.64
0 "U03981" "U12409" "Cheque" 3510228.11 "B" "B" 4918290.452 5388982.178
0 "U18033" "U09505" "Cheque" 6375.942 "F" "C" 46135.132 112730009.34
0 "U00560" "U01612" "ACH" 804055.647 "F" "C" 3915473.426 30713.203
0 "U07396" "U12476" "Cheque" 5024.12 "F" "A" 21565133.053 3315.3
0 "U12060" "U09725" "Cheque" 81561.03 "D" "D" 5643292.179 3463050.778
0 "U00132" "U10258" "ACH" 10807.264 "F" "C" 6691400.065 2128.011
0 "U00642" "U04485" "Cheque" 497280.231 "F" "B" 461639.804 23475.339
0 "U01259" "U11152" "Cheque" 1737.71 "F" "E" 1314491.966 8648.934
0 "U06036" "U08475" "Cheque" 5088.54 "F" "F" 84913954.202 831512.698
0 "U08884" "U03277" "ACH" 16144361.789 "F" "C" 16236948.286 183384.989
0 "U09821" "U08176" "Cheque" 1172.164 "B" "B" 191292.779 642932.059
0 "U00067" "U02263" "Cheque" 471.88 "B" "E" 127053.662 3999594.116
0 "U00701" "U05406" "Cheque" 1525.82 "F" "A" 21952.767 111424634.747
0 "U03582" "U12469" "Cheque" 9140.16 "C" "A" 2319336.647 457182.198
0 "U12478" "U05859" "Cheque" 10771.75 "C" "C" 39625.951 4354873.124
0 "U17074" "U09485" "Cheque" 4226.68 "B" "D" 203460.342 3387329.55
0 "U06514" "U06854" "Cheque" 74241.08 "B" "E" 7897483.583 30915.716
0 "U00217" "U05107" "Cheque" 17964.67 "E" "C" 52669.993 22789.625
0 "U00560" "U06505" "Cheque" 5045.72 "E" "A" 3914997.884 176218.385
0 "U01820" "U00587" "ACH" 2360.32 "B" "A" 17152.524 235487.106
0 "U03161" "U03629" "Cheque" 716.48 "B" "E" 133129.279 631810.641
0 "U04398" "U00587" "Credit Card" 3332.369 "B" "A" 5478561.334 234263.927
0 "U04479" "U01720" "Cheque" 9711.35 "B" "C" 63422.473 39768.408
0 "U10140" "U11473" "ACH" 3725.33 "B" "D" 14700.271 2821257.849
0 "U00075" "U02380" "Cheque" 15021898.54 "F" "B" 15315532.505 1247349.336
0 "U00590" "U00587" "ACH" 2739.9 "F" "A" 703487.441 233942.806
0 "U01659" "U08934" "Cheque" 158766.575 "F" "E" 533260.008 3556934.136
0 "U02220" "U06164" "Cheque" 2146.89 "F" "E" 28497.105 1257188.778
0 "U02911" "U03303" "Credit Card" 10056.553 "F" "B" 632317.643 18076.545
0 "U04560" "U04570" "Cheque" 2403.122 "F" "B" 280598.721 570281.927
0 "U14995" "U02990" "Wire" 13647.85 "B" "E" 1219539.525 11138.297
0 "U00560" "U12660" "Cheque" 580.27 "B" "D" 3914917.642 2431291.176
0 "U01817" "U00587" "ACH" 3635.9 "B" "A" 219689.344 235500.735
0 "U06352" "U04704" "Cheque" 4209.198 "B" "B" 2271433845.208 20665.136
0 "U14129" "U02189" "ACH" 30331.01 "F" "E" 809021.176 46773.788
0 "U01314" "U06593" "Cheque" 261.12 "D" "A" 485724.249 2180408.177
0 "U01379" "U00379" "Cheque" 941.744 "D" "B" 6545.881 608988.979
0 "U02330" "U00279" "Cheque" 412.08 "D" "D" 2387400.416 15178.061
0 "U02173" "U02172" "Cheque" 1836.05 "D" "D" 141649.111 54229.201
0 "U02737" "U02870" "Cheque" 823.19 "D" "B" 21844.998 73069.057
0 "U04040" "U07200" "Cheque" 1168.211 "D" "A" 15232.457 587596.239
0 "U01937" "U06943" "ACH" 144388.43 "A" "C" 47996451.602 126365.639
0 "U04406" "U00587" "Credit Card" 745.395 "B" "A" 7956.532 234514.457
0 "U00588" "U00587" "ACH" 3416.06 "B" "A" 15283.771 234574.682
0 "U04512" "U03979" "Cheque" 140598.507 "B" "F" 402809.143 648629.345
0 "U07988" "U11353" "Cheque" 28001.42 "B" "B" 181864.601 4472166.274
0 "U00126" "U09434" "Cheque" 502.17 "B" "E" 177922.492 46300202.183
0 "U00144" "U01688" "Cheque" 222708.47 "B" "F" 27451021.892 2685880.967
0 "U02299" "U04809" "Credit Card" 22891.984 "B" "F" 104348.009 26085.546
0 "U03200" "U07750" "Cheque" 330.07 "B" "C" 1910136.638 232938.668
0 "U03989" "U02399" "Wire" 1266.268 "B" "B" 1197670.496 25467321.888
0 "U06211" "U07749" "Credit Card" 117355.548 "C" "E" 141249.392 82905.977
0 "U01799" "U09559" "Cheque" 87.58 "C" "A" 644647.443 5538105.211
0 "U02123" "U00703" "Cheque" 90.15 "B" "B" 5305546.243 256261484.603
0 "U05070" "U05071" "Cheque" 5749.973 "B" "B" 154315.126 3527646.521
0 "U09489" "U07960" "ACH" 1447.739 "E" "F" 246219.714 9793309.917
0 "U00059" "U00125" "Cheque" 1692.71 "E" "C" 140681.743 4270527295.566
0 "U02898" "U08461" "Cheque" 1546.974 "E" "E" 12754.47 1085903.098
0 "U03152" "U02402" "Cheque" 3165.443 "E" "B" 43223673.74 4870718.064
0 "U07404" "U10578" "Cheque" 369.84 "E" "F" 5727402.311 983716.996
0 "U01229" "U02224" "Cheque" 932.047 "A" "E" 320056.431 15385.227
0 "U03530" "U08547" "Cheque" 1035.64 "A" "E" 7283227.264 90971.29
0 "U06857" "U12457" "Cheque" 4817.36 "B" "C" 35163.069 2236068.43
0 "U09269" "U10173" "Cheque" 73895.901 "E" "F" 454884.98 3690.973
0 "U17155" "U10120" "Cash" 45342.541 "C" "F" 455707.27 105377.267
0 "U00560" "U07900" "Cash" 2127.447 "C" "E" 3914721.966 645849.709
0 "U00677" "U05421" "Cheque" 2465.527 "C" "C" 2408930860.266 1536231.027
0 "U01658" "U03518" "Cheque" 23.09 "C" "B" 62229.019 36486306028.481
0 "U07105" "U07970" "Cheque" 3134.55 "C" "E" 1039718492.832 21579.945
0 "U07345" "U09051" "Cheque" 429.12 "C" "A" 4369.909 10180311.454
0 "U08125" "U10875" "Cheque" 2887.33 "E" "C" 1811919.063 1978837.049
0 "U11919" "U11619" "Cheque" 4734.8 "E" "B" 20558.453 7608.791
0 "U00582" "U00065" "Cheque" 2602.499 "A" "B" 821282.121 24836.502
0 "U02889" "U06852" "Cheque" 6323.41 "A" "A" 13650.062 38558.992
0 "U06852" "U07201" "ACH" 587.155 "A" "E" 36776.852 3294446.994
0 "U00063" "U00782" "Cheque" 14502.036 "A" "F" 5778678.825 3633286.154
0 "U00192" "U00743" "Cheque" 13226.001 "A" "E" 61572761.836 167047.107
